1.0	1.222167828873289e-33 
1.0030759	1.2563789332300959e-33 
1.0061612	1.2814777595347558e-33 
1.009256	1.3061104420225e-33 
1.0123603	1.3325864052336641e-33 
1.0154742	1.3480961585120413e-33 
1.0185976	1.359482218518649e-33 
1.0217307	1.360403416020609e-33 
1.0248734	1.356797481511824e-33 
1.0280258	1.354297629413089e-33 
1.0311878	1.3386337409743363e-33 
1.0343596	1.302127008490009e-33 
1.0375412	1.2699259214404e-33 
1.0407325	1.2382535456359292e-33 
1.0439336	1.2038138038403998e-33 
1.0471446	1.1814196040862249e-33 
1.0503655	1.1484544932110247e-33 
1.0535963	1.099407736953124e-33 
1.056837	1.054302068920324e-33 
1.0600877	1.0056920431719041e-33 
1.0633483	9.535478433849e-34 
1.0666191	9.12164065818916e-34 
1.0698998	8.70549686796241e-34 
1.0731907	8.47798116682729e-34 
1.0764917	1.2767901168400001e-33 
1.0798028	7.6146492937971605e-34 
1.0831241	6.98109242967049e-34 
1.0864557	6.634622002176001e-34 
1.0897974	6.210277815440409e-34 
1.0931495	5.708109875058011e-34 
1.0965119	5.4380952743617605e-34 
1.0998846	4.930137969193959e-34 
1.1032677	4.42325548582369e-34 
1.1066612	3.95477456158225e-34 
1.1100651	3.53410898199076e-34 
1.1134795	3.1419774618937605e-34 
1.1169044	2.7861965914521603e-34 
1.1203398	2.45411242678449e-34 
1.1237859	2.0656996354176404e-34 
1.1272425	1.73584419420736e-34 
1.1307097	1.4736532370574402e-34 
1.1341876	1.19489100245449e-34 
1.1376762	9.862933725788414e-35 
1.1411755	8.169221179457537e-35 
1.1446856	6.510095851077225e-35 
1.1482065	5.313948407223556e-35 
1.1517382	4.3486274901273756e-35 
1.1552808	3.450529047369616e-35 
1.1588343	2.812849541980416e-35 
1.1623987	2.317829907671716e-35 
1.1659741	1.8659243077517162e-35 
1.1695605	1.5393783981175693e-35 
1.1731579	1.274238898569289e-35 
1.1767663	1.0350434393122809e-35 
1.1803859	8.59389042054244e-36 
1.1840166	7.156710556168409e-36 
1.1876585	5.86733672527396e-36 
1.1913115	4.904489922428891e-36 
1.1949758	4.1104569964464406e-36 
1.1986514	3.39979130421529e-36 
1.2023383	2.86056706330521e-36 
1.2060365	2.4124992025728402e-36 
1.2097461	2.01176437934224e-36 
1.2134671	1.71332052035769e-36 
1.2171996	1.4880320707406402e-36 
1.2209435	1.2812295297788101e-36 
1.2246989	1.11940801323264e-36 
1.2284659	9.81037972106432e-37 
1.2322445	8.535704408543374e-37 
1.2360347	7.526751195436201e-37 
1.2398366	6.6578957925649e-37 
1.2436502	5.8543156822500005e-37 
1.2474755	5.212720293087242e-37 
1.2513125	4.656935897128516e-37 
1.2551614	4.140555455733904e-37 
1.2590221	3.7264129110999035e-37 
1.2628946	3.3661491271385758e-37 
1.2667791	3.029590830474961e-37 
1.2706756	2.7756682362213206e-37 
1.274584	2.5984485860003995e-37 
1.2785044	2.427383515658256e-37 
1.2824369	2.2992821935905613e-37 
1.2863815	2.1905864272974004e-37 
1.2903382	2.0847285743335845e-37 
1.2943071	2.017190234485881e-37 
1.2982882	1.9663199183584357e-37 
1.3022816	1.916178309382276e-37 
1.3062872	1.9099971359481957e-37 
1.3103052	1.9230164972929436e-37 
1.3143355	1.935892113503076e-37 
1.3183782	2.021439456497241e-37 
1.3224333	2.1417450079780807e-37 
1.326501	2.2644432897518894e-37 
1.3305811	2.5798475808399994e-37 
1.3346738	2.997489792440896e-37 
1.338779	3.4371289983830886e-37 
1.3428969	5.071005808890024e-37 
1.3470275	7.547699137475025e-37 
1.3511708	1.02592751500864e-36 
1.3553268	1.66886789630089e-36 
1.3594956	2.43285063369604e-36 
1.3636772	3.05173717285284e-36 
1.3678716	2.55305367845284e-36 
1.372079	1.4518054572992101e-36 
1.3762993	4.158130155109225e-37 
1.3805326	1.4338763662335999e-37 
1.384779	9.039536525356839e-38 
1.3890384	4.93749598107529e-38 
1.3933108	3.14622240908836e-38 
1.3975965	2.21220675033121e-38 
1.4018953	1.44432708576256e-38 
1.4062073	1.02950772289156e-38 
1.4105326	7.652834031108485e-39 
1.4148712	5.4115336540181293e-39 
